postcode,point_coordinates,street,city,state,lat,long
5520,POINT(6.1194 100.3677),Suruhanjaya Perkhidmatan Awam,Alor Setar,Kedah,6.1194,100.3677
55200,POINT(3.139 101.706),Gourlay Crescent,Kuala Lumpur,WP Kuala Lumpur,3.139,101.706
55300,POINT(3.1177 101.7424),Pandan Perdana,Kuala Lumpur,WP Kuala Lumpur,3.1177,101.7424
5532,POINT(6.1194 100.3677),Jabatan Sumber Manusia,Alor Setar,Kedah,6.1194,100.3677
5534,POINT(6.1194 100.3677),Jabatan Kilang & Jentera,Alor Setar,Kedah,6.1194,100.3677
5536,POINT(6.1194 100.3677),Jabatan Perhubungan Perusahaan,Alor Setar,Kedah,6.1194,100.3677
5538,POINT(6.1194 100.3677),Jabatan Keselamatan Sosial (Perkeso),Alor Setar,Kedah,6.1194,100.3677
5550,POINT(6.1194 100.3677),Jabatan Imigresen,Alor Setar,Kedah,6.1194,100.3677
5551,POINT(6.1194 100.3677),Jabatan Pendaftaran Negara,Alor Setar,Kedah,6.1194,100.3677
5552,POINT(6.1194 100.3677),Jabatan Pendaftar Pertubuhan,Alor Setar,Kedah,6.1194,100.3677
5556,POINT(6.1194 100.3677),Jabatan Pertahanan Awam,Alor Setar,Kedah,6.1194,100.3677
5558,POINT(6.1194 100.3677),Jabatan Penjara,Alor Setar,Kedah,6.1194,100.3677
5560,POINT(6.1194 100.3677),Ketua Polis Negeri,Alor Setar,Kedah,6.1194,100.3677
5564,POINT(6.1194 100.3677),Jabatan Kebajikan Masyarakat,Alor Setar,Kedah,6.1194,100.3677
55700,POINT(3.139 101.6869),Pudu - Peti surat 6001 - 6054,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55710,POINT(3.139 101.6869),Pudu - Peti surat 6081 - 6100,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55720,POINT(3.139 101.6869),Pudu - Peti surat 6161 - 6184,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
5576,POINT(6.1194 100.3677),Jabatan Tanah & Galian,Alor Setar,Kedah,6.1194,100.3677
5578,POINT(6.1194 100.3677),Jabatan Ukur & Pemetaan,Alor Setar,Kedah,6.1194,100.3677
5580,POINT(6.2434 100.2418),Jabatan Kerja Air,Alor Setar,Kedah,6.2434,100.2418
5582,POINT(6.2434 100.2418),Jabatan Kerja Raya,Alor Setar,Kedah,6.2434,100.2418
5586,POINT(6.1194 100.3677),Hospital Alor Setar,Alor Setar,Kedah,6.1194,100.3677
5590,POINT(6.1194 100.3677),Jabatan Kesihatan,Alor Setar,Kedah,6.1194,100.3677
55900,POINT(3.139 101.6869),Pudu - Peti surat 6055,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55902,POINT(3.139 101.6869),Pudu - Peti surat 6065,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55904,POINT(3.139 101.6869),Pudu - Peti surat 6066,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55906,POINT(3.139 101.6869),Pudu - Peti surat 6078,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55908,POINT(3.139 101.6869),Pudu - Peti surat 6079,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55910,POINT(3.139 101.6869),Pudu - Peti surat 6101,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55912,POINT(3.139 101.6869),Pudu - Peti surat 6103,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55914,POINT(3.139 101.6869),Pudu - Peti surat 6118,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55916,POINT(3.139 101.6869),Pudu - Peti surat 6120,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55918,POINT(3.139 101.6869),Pudu - Peti surat 6122,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
5592,POINT(6.1194 100.3677),Jabatan Penilaian Harta,Alor Setar,Kedah,6.1194,100.3677
55920,POINT(3.139 101.6869),Pudu - Peti surat 6132,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55922,POINT(3.139 101.6869),Pudu - Peti surat 6140,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55924,POINT(3.139 101.6869),Pudu - Peti surat 6146,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55926,POINT(3.139 101.6869),Pudu - Peti surat 6148,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55928,POINT(3.139 101.6869),Pudu - Peti surat 6150,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55930,POINT(3.139 101.6869),Pudu - Peti surat 6155,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55932,POINT(3.139 101.6869),Pudu - Peti surat 6185,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
55934,POINT(3.139 101.6869),Pudu - Peti surat 6203,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
5594,POINT(6.1194 100.3677),Akauntan Negeri,Alor Setar,Kedah,6.1194,100.3677
55990,POINT(3.139 101.6869),Pudu - Beg berkunci,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
5600,POINT(6.1194 100.3677),Lembaga Hasil Dalam Negeri,Alor Setar,Kedah,6.1194,100.3677
56000,POINT(3.1056 101.7253),Alam Damai,Kuala Lumpur,WP Kuala Lumpur,3.1056,101.7253
5604,POINT(6.1194 100.3677),Jabatan Pendidikan,Alor Setar,Kedah,6.1194,100.3677
5610,POINT(6.1194 100.3677),Bahagian Perlesenan - Kementerian Penerangan,Alor Setar,Kedah,6.1194,100.3677
56100,POINT(3.1197 101.7275),Apartment Pertama Residensi,Kuala Lumpur,WP Kuala Lumpur,3.1197,101.7275
5612,POINT(5.7945 100.371),Jabatan Penerangan,Alor Setar,Kedah,5.7945,100.371
5614,POINT(6.1194 100.3677),Jabatan Penyiaran,Alor Setar,Kedah,6.1194,100.3677
5620,POINT(6.13 100.3665),Jabatan Pengangkutan Jalan,Alor Setar,Kedah,6.13,100.3665
5621,POINT(6.1194 100.3677),Pejabat Pentadbiran KTM (Alor Setar),Alor Setar,Kedah,6.1194,100.3677
5622,POINT(6.1194 100.3677),Jabatan Pendaftar Perniagaan,Alor Setar,Kedah,6.1194,100.3677
5626,POINT(6.1194 100.3677),Jabatan Pengairan & Saliran,Alor Setar,Kedah,6.1194,100.3677
5628,POINT(6.1194 100.3677),Jabatan Perikanan,Alor Setar,Kedah,6.1194,100.3677
5630,POINT(6.1201 100.3918),Jabatan Haiwan,Alor Setar,Kedah,6.1201,100.3918
5632,POINT(6.1643 100.5356),Jabatan Pertanian,Alor Setar,Kedah,6.1643,100.5356
5644,POINT(6.1194 100.3677),Jabatan Perumahan Negara,Alor Setar,Kedah,6.1194,100.3677
5660,POINT(6.1194 100.3677),Jabatan Perhutanan,Alor Setar,Kedah,6.1194,100.3677
5661,POINT(6.1194 100.3677),Padi & Beras Nasional (Bernas),Alor Setar,Kedah,6.1194,100.3677
5664,POINT(6.1194 100.3677),Jabatan Perhilitan,Alor Setar,Kedah,6.1194,100.3677
5670,POINT(6.1194 100.3677),Pos Malaysia Berhad,Alor Setar,Kedah,6.1194,100.3677
5672,POINT(6.1194 100.3677),Telekom Malaysia Berhad,Alor Setar,Kedah,6.1194,100.3677
5673,POINT(6.1194 100.3677),Tenaga Nasional Berhad,Alor Setar,Kedah,6.1194,100.3677
5674,POINT(6.1179 100.3674),Pegawai Kemajuan Negeri,Alor Setar,Kedah,6.1179,100.3674
5675,POINT(6.1194 100.3677),Majlis Perbandaran Kota Setar,Alor Setar,Kedah,6.1194,100.3677
5676,POINT(6.1194 100.3677),Jabatan Agama Islam Kedah,Alor Setar,Kedah,6.1194,100.3677
5680,POINT(6.1194 100.3677),Dewan Undangan Negeri,Alor Setar,Kedah,6.1194,100.3677
5690,POINT(6.1194 100.3677),Suruhanjaya Pilihanraya Negeri,Alor Setar,Kedah,6.1194,100.3677
5696,POINT(6.1194 100.3677),Jabatan Kastam & Eksais Di Raja,Alor Setar,Kedah,6.1194,100.3677
5700,POINT(6.1194 100.3677),Alor Setar - Peti surat 1 - 80,Alor Setar,Kedah,6.1194,100.3677
57000,POINT(3.1013 101.6915),Aked Esplanad Bukit Jalil,Kuala Lumpur,WP Kuala Lumpur,3.1013,101.6915
5710,POINT(6.1194 100.3677),Alor Setar - Peti surat 81 - 160,Alor Setar,Kedah,6.1194,100.3677
57100,POINT(3.1093 101.6995),Batu Kong,Kuala Lumpur,WP Kuala Lumpur,3.1093,101.6995
5720,POINT(6.1194 100.3677),Alor Setar - Peti surat 161 & ke atas,Alor Setar,Kedah,6.1194,100.3677
57700,POINT(3.139 101.6869),Sungai Besi - Peti surat (7001 & ke atas),Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
57990,POINT(3.139 101.6869),Sungai Besi - Beg berkunci,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
58000,POINT(3.1238 101.6841),Bedford Bussiness Park,Kuala Lumpur,WP Kuala Lumpur,3.1238,101.6841
58100,POINT(3.1185 101.687),Bukit Pisang,Kuala Lumpur,WP Kuala Lumpur,3.1185,101.687
58200,POINT(3.0934 101.6794),Bukit Indah,Kuala Lumpur,WP Kuala Lumpur,3.0934,101.6794
58700,POINT(3.139 101.6869),Jalan Klang Lama - Peti surat 1 - 240,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
58990,POINT(3.139 101.6869),Jalan Klang Lama - Beg berkunci,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
59000,POINT(3.1328 101.6783),Bangsar Aman,Kuala Lumpur,WP Kuala Lumpur,3.1328,101.6783
59100,POINT(3.1317 101.6707),Bangsar Baru,Kuala Lumpur,WP Kuala Lumpur,3.1317,101.6707
59200,POINT(3.1185 101.6757),Bandar Mid - Valley,Kuala Lumpur,WP Kuala Lumpur,3.1185,101.6757
59700,POINT(3.139 101.6869),Jalan Pantai Baru - Peti surat 1121 - 1200,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
59800,POINT(3.139 101.6869),Jalan Pantai Baru - Peti surat 1201 & ke atas,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
5990,POINT(6.1194 100.3677),Alor Setar - Beg berkunci,Alor Setar,Kedah,6.1194,100.3677
59990,POINT(3.139 101.6869),Jalan Pantai Baru - Beg berkunci,Kuala Lumpur,WP Kuala Lumpur,3.139,101.6869
6000,POINT(6.1316 100.4351),Ason,Jitra,Kedah,6.1316,100.4351
60000,POINT(3.1456 101.645),Bukit Kiara,Kuala Lumpur,WP Kuala Lumpur,3.1456,101.645
6007,POINT(6.2663 100.4271),Jitra - Peti surat,Jitra,Kedah,6.2663,100.4271
6009,POINT(6.2663 100.4271),Jitra - Beg berkunci,Jitra,Kedah,6.2663,100.4271
6010,POINT(6.4574 100.506),Changloon,Changloon,Kedah,6.4574,100.506
6050,POINT(6.3493 100.4429),Bukit Kayu Hitam,Bukit Kayu Hitam,Kedah,6.3493,100.4429
6100,POINT(6.2045 100.3746),Jalan Kodiang (Batu 20 - 22),Kodiang,Kedah,6.2045,100.3746
6150,POINT(6.1893 100.2859),Ayer Hitam,Ayer Hitam,Kedah,6.1893,100.2859
6200,POINT(5.9661 100.4734),Bukit Pinang,Kepala Batas,Kedah,5.9661,100.4734
62000,POINT(2.9264 101.6964),"Putrajaya - (Presint 1, 12, 14 & 15)",Putrajaya,Putrajaya,2.9264,101.6964
62007,POINT(2.9376 101.7032),Badan Pencegah Rasuah,Putrajaya,Putrajaya,2.9376,101.7032
62050,POINT(2.9264 101.6964),Bahagian Pilihanraya Parlimen P125 Putrajaya,Putrajaya,Putrajaya,2.9264,101.6964
6207,POINT(6.2017 100.4128),Kepala Batas - Peti surat,Kepala Batas,Kedah,6.2017,100.4128
6209,POINT(6.2017 100.4128),Kepala Batas - Beg berkunci,Kepala Batas,Kedah,6.2017,100.4128
62100,POINT(2.928 101.698),Jalan P16G (Presint 16),Putrajaya,Putrajaya,2.928,101.698
62150,POINT(2.9264 101.6964),"Putrajaya - (Presint 5, 6, 19 & 20)",Putrajaya,Putrajaya,2.9264,101.6964
62200,POINT(2.9264 101.6964),Former Prime Minister of Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62250,POINT(2.9472 101.6872),Jalan P10/4,Putrajaya,Putrajaya,2.9472,101.6872
62300,POINT(2.9264 101.6964),Bahagian Kerja Tanah Jabatan Perdana Menteri,Putrajaya,Putrajaya,2.9264,101.6964
6250,POINT(5.875 100.3757),Alor Janggus,Alor Setar,Kedah,5.875,100.3757
62502,POINT(2.9276 101.696),Bahagian Keselamatan Negara Jabatan Perdana Menteri,Putrajaya,Putrajaya,2.9276,101.696
62504,POINT(2.9264 101.6964),Biro Pengaduan Awam,Putrajaya,Putrajaya,2.9264,101.6964
62505,POINT(2.9264 101.6964),Mahkamah Majistret Kajang,Putrajaya,Putrajaya,2.9264,101.6964
62506,POINT(2.9264 101.6964),Jabatan Perkhidmatan Awam,Putrajaya,Putrajaya,2.9264,101.6964
62510,POINT(2.9264 101.6964),Jabatan Peguam Negara,Putrajaya,Putrajaya,2.9264,101.6964
62512,POINT(2.9264 101.6964),Jabatan Perangkaan Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62514,POINT(2.9264 101.6964),Jabatan Insolvensi Malaysia/Jabatan Pemegang Harta,Putrajaya,Putrajaya,2.9264,101.6964
62516,POINT(2.9264 101.6964),Jabatan Perpaduan Negara dan Integrasi Nasional,Putrajaya,Putrajaya,2.9264,101.6964
62517,POINT(2.9264 101.6964),Pejabat Ketua Audit Negara,Putrajaya,Putrajaya,2.9264,101.6964
62518,POINT(2.9384 101.7037),Jabatan Kemajuan Islam Malaysia (JAKIM),Putrajaya,Putrajaya,2.9384,101.7037
62519,POINT(2.9264 101.6964),Jabatan Wakaf Zakat dan Haji ,Putrajaya,Putrajaya,2.9264,101.6964
62520,POINT(2.9264 101.6964),Pusat Pengajian Pembangunan Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62522,POINT(2.935 101.6945),Pejabat Ketua Pegawai Keselamatan Kerajaan ,Putrajaya,Putrajaya,2.935,101.6945
62524,POINT(2.9264 101.6964),Suruhanjaya Perkhidmatan Pelajaran,Putrajaya,Putrajaya,2.9264,101.6964
62526,POINT(2.9264 101.6964),Unit Pemodenan Tadbiran Perancangan & Pengurusan Malaysia(MAMPU),Putrajaya,Putrajaya,2.9264,101.6964
62527,POINT(2.9264 101.6964),Jabatan Pembangunan Kemahiran,Putrajaya,Putrajaya,2.9264,101.6964
62530,POINT(2.9322 101.7008),Jabatan Hal Ehwal Kesatuan Sekerja,Putrajaya,Putrajaya,2.9322,101.7008
62532,POINT(2.9264 101.6964),Jabatan Perhubungan Perusahaan,Putrajaya,Putrajaya,2.9264,101.6964
62536,POINT(2.9264 101.6964),Jabatan Tenaga Manusia,Putrajaya,Putrajaya,2.9264,101.6964
62540,POINT(2.9264 101.6964),Pendaftar Kesatuan Sekerja,Putrajaya,Putrajaya,2.9264,101.6964
62542,POINT(2.9264 101.6964),Jabatan Pendaftaran Pertubuhan,Putrajaya,Putrajaya,2.9264,101.6964
62546,POINT(2.9327 101.6976),Kementerian Hal Ehwal Dalam Negeri,Putrajaya,Putrajaya,2.9327,101.6976
62550,POINT(2.9264 101.6964),Ketua Pengarah Jabatan Imigresen Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62551,POINT(2.9264 101.6964),Jabatan Belia dan Sukan Negara,Putrajaya,Putrajaya,2.9264,101.6964
62570,POINT(2.9244 101.6923),Jabatan Alam Sekitar,Putrajaya,Putrajaya,2.9244,101.6923
62574,POINT(2.9264 101.6964),Kementerian Sumber Asli dan Alam Sekitar,Putrajaya,Putrajaya,2.9264,101.6964
62576,POINT(2.9264 101.6964),Jabatan Ukur & Pemetaan,Putrajaya,Putrajaya,2.9264,101.6964
62582,POINT(2.9264 101.6964),Jabatan Kawalan Penyakit Bawaan Vektor,Putrajaya,Putrajaya,2.9264,101.6964
62584,POINT(2.9422 101.707),Kementerian Kesihatan,Putrajaya,Putrajaya,2.9422,101.707
62590,POINT(2.9264 101.6964),Kementerian Kewangan,Putrajaya,Putrajaya,2.9264,101.6964
62592,POINT(2.9264 101.6964),Jabatan Akauntan Negara,Putrajaya,Putrajaya,2.9264,101.6964
62596,POINT(2.9264 101.6964),Ibu Pejabat Jabatan Kastam DiRaja Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62602,POINT(2.9267 101.6935),Bahagian Biasiswa Kementerian Pelajaran,Putrajaya,Putrajaya,2.9267,101.6935
62604,POINT(2.9293 101.6986),Bahagian Kewangan Kementerian Pelajaran,Putrajaya,Putrajaya,2.9293,101.6986
62605,POINT(2.9264 101.6964),Jabatan Kemajuan Masayarakat ,Putrajaya,Putrajaya,2.9264,101.6964
62606,POINT(2.9264 101.6964),Kementerian Kemajuan Luar Bandar dan Wilayah,Putrajaya,Putrajaya,2.9264,101.6964
62616,POINT(2.9264 101.6964),Jabatan Penerbangan Awam,Putrajaya,Putrajaya,2.9264,101.6964
62618,POINT(2.9264 101.6964),Ketua Pengarah Jabatan Pengangkutan Jalan,Putrajaya,Putrajaya,2.9264,101.6964
62620,POINT(2.9206 101.6875),Kementerian Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,Putrajaya,Putrajaya,2.9206,101.6875
62623,POINT(2.9151 101.6837),Kementerian Pertanian dan Industri Asas Tani,Putrajaya,Putrajaya,2.9151,101.6837
62624,POINT(2.9264 101.6964),Jabatan Perikanan,Putrajaya,Putrajaya,2.9264,101.6964
62628,POINT(2.9264 101.6964),Jabatan Haiwan,Putrajaya,Putrajaya,2.9264,101.6964
62630,POINT(2.9264 101.6964),Jabatan Pertanian,Putrajaya,Putrajaya,2.9264,101.6964
62632,POINT(2.9264 101.6964),Ketua Pengarah Jabatan Bomba Malaysia ,Putrajaya,Putrajaya,2.9264,101.6964
62648,POINT(2.9213 101.6858),Kementerian Pembangunan Usahawan dan Koperasi ,Putrajaya,Putrajaya,2.9213,101.6858
62652,POINT(2.9232 101.6915),Kementerian Perusahaan Perladangan dan Komoditi,Putrajaya,Putrajaya,2.9232,101.6915
62654,POINT(2.9264 101.6964),Jabatan Standard Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62662,POINT(2.9309 101.6977),Jabatan Bekalan Air,Putrajaya,Putrajaya,2.9309,101.6977
62668,POINT(2.9264 101.6964),"Kementerian Tenaga, Air dan Komunikasi",Putrajaya,Putrajaya,2.9264,101.6964
62670,POINT(2.9366 101.6961),Bahagian Kemajuan Wilayah Persekutuan,Putrajaya,Putrajaya,2.9366,101.6961
62674,POINT(2.9177 101.6839),Perbadanan Putrajaya,Putrajaya,Putrajaya,2.9177,101.6839
62675,POINT(2.9344 101.7089),Jabatan Agama Islam Wilayah Putrajaya,Putrajaya,Putrajaya,2.9344,101.7089
62676,POINT(2.9264 101.6964),Jabatan Kehakiman Syariah Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62677,POINT(2.9264 101.6964),Suruhanjaya Kehakiman ,Putrajaya,Putrajaya,2.9264,101.6964
62686,POINT(2.9264 101.6964),Suruhanjaya Pilihan Raya Malaysia,Putrajaya,Putrajaya,2.9264,101.6964
62692,POINT(2.9306 101.6955),Bahagian Hal Ehwal Undang-undang,Putrajaya,Putrajaya,2.9306,101.6955
62988,POINT(2.9251 101.6574),Cyberjaya,Putrajaya,Putrajaya,2.9251,101.6574
6300,POINT(6.1461 100.5833),Ampangan Pedu,Kuala Nerang,Kedah,6.1461,100.5833
63000,POINT(2.9679 101.653),Bangunan Emerio Cyberjaya,Cyberjaya,Selangor,2.9679,101.653
63100,POINT(2.9251 101.6574),Universiti MultiMedia (MMU),Cyberjaya,Selangor,2.9251,101.6574
63200,POINT(2.8064 101.7239),Majlis Perbandaran Sepang,Cyberjaya,Selangor,2.8064,101.7239
63300,POINT(2.996 101.6202),"Jalan SP 2, Taman Sains Selangor 2",Cyberjaya,Selangor,2.996,101.6202
6350,POINT(6.1542 100.5613),Jalan Naka (Batu 18 1/2),Pokok Sena,Kedah,6.1542,100.5613
6400,POINT(6.0432 100.5221),Bukit Panjang,Pokok Sena,Kedah,6.0432,100.5221
64000,POINT(2.8239 101.687),Bangunan Tune Hotels.com,KLIA,Selangor,2.8239,101.687
6500,POINT(6.0479 100.407),Jalan Datuk Kumbar (Batu 4 3/4 - 10),Langgar,Kedah,6.0479,100.407
6507,POINT(6.1237 100.4445),Langgar - Peti surat,Langgar,Kedah,6.1237,100.4445
6509,POINT(6.1237 100.4445),Langgar - Beg berkunci,Alor Setar,Kedah,6.1237,100.4445
6550,POINT(6.1194 100.3677),Anak Bukit,Alor Setar,Kedah,6.1194,100.3677
6570,POINT(5.9419 100.4272),Gunung Keriang,Alor Setar,Kedah,5.9419,100.4272
6600,POINT(5.9919 100.3635),Alor Ibus Tepi Laut,Kuala Kedah,Kedah,5.9919,100.3635
6650,POINT(6.013 100.4018),Jalan Tokai (Batu 7 - 8),Simpang Empat,Kedah,6.013,100.4018
6660,POINT(6.0167 100.4),Tokai,Alor Setar,Kedah,6.0167,100.4
6700,POINT(5.9623 100.472),Bukit Raya,Pendang,Kedah,5.9623,100.472
6707,POINT(5.9825 100.4594),Pendang - Peti surat,Pendang,Kedah,5.9825,100.4594
6709,POINT(5.9825 100.4594),Pendang - Beg berkunci,Pendang,Kedah,5.9825,100.4594
6710,POINT(5.9936 100.5418),Felda Lubuk Merbau,Pendang,Kedah,5.9936,100.5418
6720,POINT(5.9352 100.4749),Bukit Genting Estate,Pendang,Kedah,5.9352,100.4749
6750,POINT(5.9562 100.4823),Kampung Bendang Petani,Pendang,Kedah,5.9562,100.4823
6800,POINT(5.9008 100.4089),Batu 11- 12 Bukit Besar,Kota Sarang Semut,Kedah,5.9008,100.4089
68000,POINT(3.1549 101.7412),Ampang,Ampang,Selangor,3.1549,101.7412
68100,POINT(3.2178 101.6919),Bandar Baru Selayang,Batu Caves,Selangor,3.2178,101.6919
6900,POINT(5.8366 100.4039),Batu 21 1/4 - 24 3/4 Jalan Yan,Yan,Kedah,5.8366,100.4039
69000,POINT(3.422 101.7892),Genting Highlands,Genting Highlands,Pahang,3.422,101.7892
6910,POINT(5.8336 100.3925),Kampung Hutan Gelam,Yan,Kedah,5.8336,100.3925
7000,POINT(6.2439 99.9533),Ayer Hangat,Langkawi,Kedah,6.422,99.8165
70000,POINT(2.8109 101.9012),Bangunan Yayasan Negeri Sembilan,Seremban,Negeri Sembilan,2.8109,101.9012
7007,POINT(6.3233 99.85469999999999),Langkawi - Peti surat,Langkawi,Kedah,6.3233,99.8547
7009,POINT(6.3233 99.85469999999999),Langkawi - Beg berkunci,Langkawi,Kedah,6.3233,99.8547
70100,POINT(2.7107 101.9513),Bukit Ampangan,Seremban,Negeri Sembilan,2.7107,101.9513
70200,POINT(2.7518 101.9428),Bukit Jong,Seremban,Negeri Sembilan,2.7518,101.9428
70300,POINT(2.7313 101.9307),Biz Avenue,Seremban,Negeri Sembilan,2.7313,101.9307
70400,POINT(2.7486 101.9435),Appartment Kasturi,Seremban,Negeri Sembilan,2.7486,101.9435
70450,POINT(2.7724 101.9402),City Square Senawang,Seremban,Negeri Sembilan,2.7724,101.9402
70500,POINT(2.7186 101.949),DYMM Yang Di Pertuan Besar Negeri Sembilan,Seremban,Negeri Sembilan,2.7186,101.949
70502,POINT(2.7186 101.949),YAB Menteri Besar Negeri Sembilan,Seremban,Negeri Sembilan,2.7186,101.949
70503,POINT(2.7186 101.949),Setiausaha Kerajaan Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70504,POINT(2.7186 101.949),Biro Bantuan Guaman,Seremban,Negeri Sembilan,2.7186,101.949
70505,POINT(2.7186 101.949),Biro Pengaduan Awam,Seremban,Negeri Sembilan,2.7186,101.949
70506,POINT(2.7186 101.949),Mahkamah Tinggi,Seremban,Negeri Sembilan,2.7186,101.949
70508,POINT(2.7186 101.949),Amanah Raya Berhad,Seremban,Negeri Sembilan,2.7186,101.949
70512,POINT(2.7186 101.949),Penasihat Undang-Undang Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70516,POINT(2.7186 101.949),Jabatan Pemegang Harta,Seremban,Negeri Sembilan,2.7186,101.949
70517,POINT(2.7186 101.949),Jabatan Perpaduan Negara,Seremban,Negeri Sembilan,2.7186,101.949
70518,POINT(2.7186 101.949),Ketua Audit Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70532,POINT(2.7186 101.949),Jabatan Sumber Manusia,Seremban,Negeri Sembilan,2.7186,101.949
70534,POINT(2.7186 101.949),Jabatan Kilang & Jentera,Seremban,Negeri Sembilan,2.7186,101.949
70536,POINT(2.7186 101.949),Jabatan Perhubungan Perusahaan,Seremban,Negeri Sembilan,2.7186,101.949
70540,POINT(2.7186 101.949),Jabatan Tenaga Rakyat,Seremban,Negeri Sembilan,2.7186,101.949
70546,POINT(2.7186 101.949),Pejabat Rela Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70548,POINT(2.7186 101.949),Jabatan Hal Ehwal Orang Asli,Seremban,Negeri Sembilan,2.7186,101.949
70550,POINT(2.7186 101.949),Jabatan Imigresen,Seremban,Negeri Sembilan,2.7186,101.949
70551,POINT(2.7186 101.949),Jabatan Pendaftaran Negara,Seremban,Negeri Sembilan,2.7186,101.949
70558,POINT(2.7186 101.949),Penguasa Penjara,Seremban,Negeri Sembilan,2.7186,101.949
70560,POINT(2.7186 101.949),Ketua Polis Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70564,POINT(2.7186 101.949),Jabatan Kebajikan Masyarakat,Seremban,Negeri Sembilan,2.7186,101.949
70570,POINT(2.7186 101.949),Jabatan Belia & Sukan,Seremban,Negeri Sembilan,2.7186,101.949
70572,POINT(2.7186 101.949),Perpustakaan Awam Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70576,POINT(2.7186 101.949),Jabatan Tanah & Galian,Seremban,Negeri Sembilan,2.7186,101.949
70578,POINT(2.7186 101.949),Jabatan Ukur & Pemetaan,Seremban,Negeri Sembilan,2.7186,101.949
70582,POINT(2.7186 101.949),Jabatan Kerja Raya,Seremban,Negeri Sembilan,2.7186,101.949
70586,POINT(2.7186 101.949),Hospital Seremban,Seremban,Negeri Sembilan,2.7186,101.949
70590,POINT(2.7186 101.949),Jabatan Kesihatan,Seremban,Negeri Sembilan,2.7186,101.949
70592,POINT(2.7186 101.949),Pegawai Kewangan Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70594,POINT(2.7186 101.949),Akauntan Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70596,POINT(2.7186 101.949),Jabatan Kastam & Eksais Di Raja,Seremban,Negeri Sembilan,2.7186,101.949
70600,POINT(2.7313 101.9353),Lembaga Hasil Dalam Negeri,Seremban,Negeri Sembilan,2.7313,101.9353
70604,POINT(2.7186 101.949),Jabatan Pendidikan,Seremban,Negeri Sembilan,2.7186,101.949
70606,POINT(2.7186 101.949),Jabatan Kemajuan Masyarakat (Kemas),Seremban,Negeri Sembilan,2.7186,101.949
70608,POINT(2.7186 101.949),Jabatan Pembangunan Koperasi,Seremban,Negeri Sembilan,2.7186,101.949
70609,POINT(2.7186 101.949),Pejabat Mara Negeri,Seremban,Negeri Sembilan,2.7186,101.949
70610,POINT(2.7186 101.949),Bahagian Pelesenan - Kementerian Penerangan,Seremban,Negeri Sembilan,2.7186,101.949
70620,POINT(2.6338 102.0522),Jabatan Pengangkutan Jalan,Seremban,Negeri Sembilan,2.6338,102.0522
70626,POINT(2.7186 101.949),Jabatan Pengairan & Saliran,Seremban,Negeri Sembilan,2.7186,101.949
70628,POINT(2.7186 101.949),Jabatan Perikanan,Seremban,Negeri Sembilan,2.7186,101.949
